Time	Heading	mFLt	mFR	mBL	mBR
2330	-0,1970	79	79	79	79
2331	-0,1955	79	79	79	79
2332	-0,1949	79	79	79	79
2333	-0,1900	79	79	79	79
2334	-0,1858	79	79	79	79
2335	-0,1821	79	79	79	79
2336	-0,1813	79	79	79	79
2337	-0,1798	79	79	79	79
2338	-0,1773	79	79	79	79
2339	-0,1756	79	79	79	79
2340	-0,1729	80	80	80	80
2341	-0,1735	80	80	80	80
2342	-0,1736	80	80	80	80
2343	-0,1755	80	80	80	80
2344	-0,1740	80	80	80	80
2345	-0,1724	80	80	80	80
2346	-0,1737	80	80	80	80
2347	-0,1730	80	80	80	80
2348	-0,1730	80	80	80	80
2349	-0,1735	80	80	80	80
2350	-0,1762	80	80	80	80
2351	-0,1774	80	80	80	80
2352	-0,1800	80	80	80	80
2353	-0,1825	81	81	81	81
2354	-0,1790	81	81	81	81
2355	-0,1760	81	81	81	81
2356	-0,1745	81	81	81	81
2357	-0,1703	81	81	81	81
2358	-0,1665	81	81	81	81
2359	-0,1637	81	81	81	81
2360	-0,1597	81	81	81	81
2361	-0,1596	81	81	81	81
2362	-0,1583	81	81	81	81
2363	-0,1590	81	81	81	81
2364	-0,1580	81	81	81	81
2365	-0,1558	81	81	81	81
2366	-0,1540	82	82	82	82
2367	-0,1601	82	82	82	82
2368	-0,1664	82	82	82	82
2369	-0,1705	82	82	82	82
2370	-0,1724	82	82	82	82
2371	-0,1778	82	82	82	82
2372	-0,1820	82	82	82	82
2373	-0,1847	82	82	82	82
2374	-0,1900	82	82	82	82
2375	-0,1955	82	82	82	82
2376	-0,1975	82	82	82	82
2377	-0,1998	82	82	82	82
2378	-0,2058	82	82	82	82
2379	-0,2119	83	83	83	83
2380	-0,2135	83	83	83	83
2381	-0,2120	83	83	83	83
2382	-0,2097	83	83	83	83
2383	-0,2119	83	83	83	83
2384	-0,2099	83	83	83	83
2385	-0,2117	83	83	83	83
2386	-0,2098	83	83	83	83
2387	-0,2105	83	83	83	83
2388	-0,2088	83	83	83	83
2389	-0,2087	83	83	83	83
2390	-0,2092	83	83	83	83
2391	-0,2076	83	83	83	83
2392	-0,2081	84	84	84	84
2393	-0,2121	84	84	84	84
2394	-0,2160	84	84	84	84
2395	-0,2182	84	84	84	84
2396	-0,2215	84	84	84	84
2397	-0,2222	84	84	84	84
2398	-0,2234	84	84	84	84
2399	-0,2258	84	84	84	84
2400	-0,2284	84	84	84	84
2401	-0,2305	84	84	84	84
2402	-0,2333	84	84	84	84
2403	-0,2341	84	84	84	84
2404	-0,2358	84	84	84	84
2405	-0,2360	85	85	85	85
2406	-0,2360	85	85	85	85
2407	-0,2361	85	85	85	85
2408	-0,2380	85	85	85	85
2409	-0,2367	85	85	85	85
2410	-0,2364	85	85	85	85
2411	-0,2378	85	85	85	85
2412	-0,2404	85	85	85	85
2413	-0,2399	85	85	85	85
2414	-0,2421	85	85	85	85
2415	-0,2432	85	85	85	85
2416	-0,2422	85	85	85	85
2417	-0,2428	85	85	85	85
2418	-0,2448	86	86	86	86
2419	-0,2437	86	86	86	86
2420	-0,2436	86	86	86	86
2421	-0,2409	86	86	86	86
2422	-0,2387	86	86	86	86
2423	-0,2382	86	86	86	86
2424	-0,2358	86	86	86	86
2425	-0,2352	86	86	86	86
2426	-0,2350	86	86	86	86
2427	-0,2329	86	86	86	86
2428	-0,2301	86	86	86	86
2429	-0,2285	86	86	86	86
2430	-0,2266	86	86	86	86
2431	-0,2254	87	87	87	87
2432	-0,2231	87	87	87	87
2433	-0,2194	87	87	87	87
2434	-0,2172	87	87	87	87
2435	-0,2148	87	87	87	87
2436	-0,2128	87	87	87	87
2437	-0,2105	87	87	87	87
2438	-0,2054	87	87	87	87
2439	-0,2029	87	87	87	87
2440	-0,2002	87	87	87	87
2441	-0,1962	87	87	87	87
2442	-0,1942	87	87	87	87
2443	-0,1925	87	87	87	87
2444	-0,1903	88	88	88	88
2445	-0,1904	88	88	88	88
2446	-0,1901	88	88	88	88
2447	-0,1878	88	88	88	88
2448	-0,1864	88	88	88	88
2449	-0,1841	88	88	88	88
2450	-0,1811	88	88	88	88
2451	-0,1808	88	88	88	88
2452	-0,1789	88	88	88	88
2453	-0,1753	88	88	88	88
2454	-0,1742	88	88	88	88
2455	-0,1723	88	88	88	88
2456	-0,1709	88	88	88	88
2457	-0,1692	89	89	89	89
2458	-0,1704	89	89	89	89
2459	-0,1693	89	89	89	89
2460	-0,1688	89	89	89	89
2461	-0,1694	89	89	89	89
2462	-0,1662	89	89	89	89
2463	-0,1665	89	89	89	89
2464	-0,1664	89	89	89	89
2465	-0,1655	89	89	89	89
2466	-0,1669	89	89	89	89
2467	-0,1664	89	89	89	89
2468	-0,1672	89	89	89	89
2469	-0,1646	89	89	89	89
2470	-0,1616	90	90	90	90
2471	-0,1561	90	90	90	90
2472	-0,1492	90	90	90	90
2473	-0,1458	90	90	90	90
2474	-0,1387	90	90	90	90
2475	-0,1353	90	90	90	90
2476	-0,1300	90	90	90	90
2477	-0,1230	90	90	90	90
2478	-0,1197	90	90	90	90
2479	-0,1125	90	90	90	90
2480	-0,1057	90	90	90	90
2481	-0,0994	90	90	90	90
2482	-0,0946	90	90	90	90
2483	-0,0897	91	91	91	91
2484	-0,0837	91	91	91	91
2485	-0,0766	91	91	91	91
2486	-0,0701	91	91	91	91
2487	-0,0635	91	91	91	91
2488	-0,0570	91	91	91	91
2489	-0,0527	91	91	91	91
2490	-0,0491	91	91	91	91
2491	-0,0427	91	91	91	91
2492	-0,0393	91	91	91	91
2493	-0,0318	91	91	91	91
2494	-0,0286	91	91	91	91
2495	-0,0212	91	91	91	91
2496	-0,0179	92	92	92	92
2497	-0,0167	92	92	92	92
2498	-0,0154	92	92	92	92
2499	-0,0137	92	92	92	92
2500	-0,0095	92	92	92	92
2501	-0,0049	92	92	92	92
2502	-0,0030	92	92	92	92
2503	0,0018	92	92	92	92
2504	0,0069	92	92	92	92
2505	0,0081	92	92	92	92
2506	0,0112	92	92	92	92
2507	0,0126	92	92	92	92
2508	0,0176	92	92	92	92
2509	0,0208	93	93	93	93
2510	0,0264	93	93	93	93
2511	0,0316	93	93	93	93
2512	0,0362	93	93	93	93
2513	0,0412	93	93	93	93
2514	0,0476	93	93	93	93
2515	0,0532	93	93	93	93
2516	0,0600	93	93	93	93
2517	0,0635	93	93	93	93
2518	0,0694	93	93	93	93
2519	0,0739	93	93	93	93
2520	0,0769	93	93	93	93
2521	0,0825	93	93	93	93
2522	0,0887	94	94	94	94
2523	0,0966	94	94	94	94
2524	0,1019	94	94	94	94
2525	0,1100	94	94	94	94
2526	0,1154	94	94	94	94
2527	0,1217	94	94	94	94
2528	0,1277	94	94	94	94
2529	0,1322	94	94	94	94
2530	0,1405	94	94	94	94
2531	0,1481	94	94	94	94
2532	0,1525	94	94	94	94
2533	0,1602	94	94	94	94
2534	0,1655	94	94	94	94
2535	0,1742	95	95	95	95
2536	0,1819	95	95	95	95
2537	0,1870	95	95	95	95
2538	0,1939	95	95	95	95
2539	0,2022	95	95	95	95
2540	0,2100	95	95	95	95
2541	0,2154	95	95	95	95
2542	0,2200	95	95	95	95
2543	0,2268	95	95	95	95
2544	0,2334	95	95	95	95
2545	0,2405	95	95	95	95
2546	0,2452	95	95	95	95
2547	0,2516	95	95	95	95
2548	0,2589	96	96	96	96
2549	0,2663	96	96	96	96
2550	0,2756	96	96	96	96
2551	0,2838	96	96	96	96
2552	0,2899	96	96	96	96
2553	0,2977	96	96	96	96
2554	0,3074	96	96	96	96
2555	0,3131	96	96	96	96
2556	0,3224	96	96	96	96
2557	0,3307	96	96	96	96
2558	0,3402	96	96	96	96
2559	0,3473	96	96	96	96
2560	0,3529	96	96	96	96
2561	0,3617	97	97	97	97
2562	0,3692	97	97	97	97
2563	0,3742	97	97	97	97
2564	0,3812	97	97	97	97
2565	0,3871	97	97	97	97
2566	0,3938	97	97	97	97
2567	0,3974	97	97	97	97
2568	0,4026	97	97	97	97
2569	0,4079	97	97	97	97
2570	0,4150	97	97	97	97
2571	0,4192	97	97	97	97
2572	0,4265	97	97	97	97
2573	0,4317	97	97	97	97
2574	0,4387	98	98	98	98
2575	0,4390	98	98	98	98
2576	0,4369	98	98	98	98
2577	0,4343	98	98	98	98
2578	0,4358	98	98	98	98
2579	0,4362	98	98	98	98
2580	0,4341	98	98	98	98
2581	0,4332	98	98	98	98
2582	0,4346	98	98	98	98
2583	0,4339	98	98	98	98
2584	0,4337	98	98	98	98
2585	0,4344	98	98	98	98
2586	0,4315	98	98	98	98
2587	0,4319	99	99	99	99
2588	0,4369	99	99	99	99
2589	0,4426	99	99	99	99
2590	0,4471	99	99	99	99
2591	0,4526	99	99	99	99
2592	0,4576	99	99	99	99
2593	0,4619	99	99	99	99
2594	0,4678	99	99	99	99
2595	0,4712	99	99	99	99
2596	0,4779	99	99	99	99
2597	0,4834	99	99	99	99
2598	0,4899	99	99	99	99
2599	0,4952	99	99	99	99
2600	0,5001	100	100	100	100
2601	0,4963	100	100	100	100
2602	0,4944	100	100	100	100
2603	0,4922	100	100	100	100
2604	0,4888	100	100	100	100
2605	0,4857	100	100	100	100
2606	0,4862	100	100	100	100
2607	0,4828	100	100	100	100
2608	0,4810	100	100	100	100
2609	0,4807	100	100	100	100
2610	0,4790	100	100	100	100
2611	0,4768	100	100	100	100
2612	0,4754	100	100	100	100
